#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Apr 10 13:41:26 EDT 2018,0,0,Assignment5Suite, , ,AddEdgeTest0- AddEdgeTest1- AddEdgeTest2- AddEdgeTest3- AddEdgeTest4- AddNodeTest0- AddNodeTest1- AddNodeTest2- DelEdgeTest0- DelEdgeTest1- DelEdgeTest2- DelNodeTest0- DelNodeTest1- DelNodeTest2- EfficiencyTest1- NumEdgeTest0- NumEdgeTest1- NumNodeTest0- NumNodeTest1- ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
1,Wed Apr 11 00:51:03 EDT 2018,0,0,Assignment5Suite, , ,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
2,Wed Apr 11 13:09:09 EDT 2018,0,0,Assignment5Suite, , ,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
3,Wed Apr 11 13:10:46 EDT 2018,56,56,Assignment5Suite,AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ DelEdgeTest1+ DelNodeTest0+ DelNodeTest1+ DelNodeTest2+ EfficiencyTest1+ NumEdgeTest0+ NumNodeTest0+ NumNodeTest1+ , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
4,Wed Apr 11 17:25:56 EDT 2018,52,-4,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 EfficiencyTest1- NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
5,Wed Apr 11 17:46:55 EDT 2018,56,4,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1+ NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
6,Wed Apr 11 18:32:46 EDT 2018,52,-4,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 EfficiencyTest1- NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
7,Wed Apr 11 18:33:14 EDT 2018,52,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 EfficiencyTest1 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
8,Wed Apr 11 18:33:18 EDT 2018,52,0,ShortestPathTestSuite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 EfficiencyTest1 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
9,Wed Apr 11 19:06:19 EDT 2018,56,4,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1+ NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
10,Mon Apr 16 16:43:17 EDT 2018,56,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
11,Tue Apr 17 17:29:20 EDT 2018,56,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0+ DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1- AddNodeTest2 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
12,Tue Apr 17 17:38:37 EDT 2018,60,4,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1+ NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest2 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
13,Tue Apr 17 17:59:49 EDT 2018,48,-12,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest0- DelEdgeTest2 EfficiencyTest1- NumEdgeTest1- ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
14,Tue Apr 17 18:00:44 EDT 2018,48,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 EfficiencyTest1 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
15,Tue Apr 17 18:01:59 EDT 2018,52,4,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1+ NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
16,Tue Apr 17 18:03:47 EDT 2018,52,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
17,Tue Apr 17 18:08:25 EDT 2018,52,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
18,Tue Apr 17 18:15:35 EDT 2018,60,8,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0+ DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1+ NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest2 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
19,Tue Apr 17 20:27:24 EDT 2018,60,0,Assignment5Suite,AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddEdgeTest1 AddNodeTest2 DelEdgeTest2 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
20,Wed Apr 18 00:59:02 EDT 2018,56,-4,Assignment5Suite,AddEdgeTest1+ AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,AddEdgeTest0 AddNodeTest2 DelEdgeTest0- DelEdgeTest2 NumEdgeTest1- ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
